BJD - 2454833, Corrected Flux
2045.750088933, 0.997325816,
2045.790952278, 0.997438044,
2045.811384101, 0.997528611,
2045.831815824, 0.997446028,
2045.852247547, 0.997185842,
2045.872679270, 0.997452943,
2045.893110993, 0.997514473,
2045.913542717, 0.997418408,
2045.933974441, 0.997639658,
2045.954406164, 0.997484543,
2046.015701437, 0.997679650,
2046.036133162, 0.997777107,
2046.056564786, 0.997736647,
2046.076996611, 0.997761034,
2046.097428336, 0.997676910,
2046.117859962, 0.997705174,
2046.138291787, 0.997716582,
2046.158723513, 0.997648208,
2046.179155138, 0.997402804,
2046.199586964, 0.997925891,
2046.260882143, 0.998072197,
2046.281313870, 0.997797480,
2046.301745696, 0.997926616,
2046.322177323, 0.998078966,
2046.342609050, 0.997977017,
2046.363040778, 0.998152322,
2046.383472505, 0.998271774,
2046.403904333, 0.998067280,
2046.485631145, 0.997840765,
2046.506062874, 0.998368573,
2046.546926431, 0.998234325,
2046.567358160, 0.998353913,
2046.587789889, 0.998202479,
2046.608221619, 0.998302776,
2046.628653348, 0.998223750,
2046.649085078, 0.998209370,
2046.669516808, 0.998321880,
2046.689948638, 0.998298934,
2046.730811999, 0.998181662,
2046.751243829, 0.998537691,
2046.771675460, 0.998333851,
2046.792107291, 0.998404016,
2046.812539022, 0.998398335,
2046.832970653, 0.998462246,
2046.853402485, 0.998392075,
2046.873834216, 0.998605892,
2046.894265848, 0.998358645,
2046.914697680, 0.998377583,
2046.935129412, 0.998525476,
2046.996424610, 0.998413081,
2047.016856343, 0.998618290,
2047.037288076, 0.998567515,
2047.057719809, 0.998673663,
2047.078151543, 0.998556774,
2047.098583276, 0.998601566,
2047.119015110, 0.998588522,
2047.139446744, 0.998496041,
2047.159878478, 0.998597623,
2047.180310313, 0.998506861,
2047.241605517, 0.998835202,
2047.262037252, 0.998777764,
2047.282468887, 0.998776702,
2047.302900722, 0.998771116,
2047.323332458, 0.998608355,
2047.343764294, 0.998550639,
2047.364195930, 0.998788431,
2047.384627666, 0.999030166,
2047.405059502, 0.998983350,
2047.425491139, 0.998770200,
2047.486786349, 0.999072892,
2047.507218187, 0.999073108,
2047.527649924, 0.998957440,
2047.548081562, 0.998431670,
2047.568513400, 0.998706872,
2047.588945138, 0.998950231,
2047.609376776, 0.999014708,
2047.629808614, 0.998920633,
2047.650240353, 0.999014140,
2047.691103830, 0.999166154,
2047.711535569, 0.999061252,
2047.752399048, 0.999031390,
2047.772830788, 0.999728978,
2047.793262528, 0.999151023,
2047.813694268, 0.998936840,
2047.834126008, 0.998857012,
2047.854557848, 0.999191091,
2047.874989489, 0.998994375,
2047.895421330, 0.998935007,
2047.915853071, 0.998934679,
2047.977148295, 0.999375597,
2047.997579936, 0.999026641,
2048.018011778, 0.999375704,
2048.038443520, 0.999394881,
2048.058875363, 0.999297283,
2048.079307005, 0.999142530,
2048.099738748, 0.999243088,
2048.120170591, 0.999376455,
2048.161033977, 0.999163210,
2048.181465820, 0.999265643,
2048.201897464, 0.999384867,
2048.222329308, 0.999268047,
2048.263192696, 0.999262937,
2048.283624540, 0.999368995,
2048.304056285, 0.999127469,
2048.324488030, 0.999328963,
2048.344919774, 0.999237910,
2048.365351520, 0.999365215,
2048.385783165, 0.999372164,
2048.406215010, 0.999514964,
2048.487941994, 0.999304892,
2048.508373841, 0.999318806,
2048.528805488, 0.999422086,
2048.549237234, 0.999330787,
2048.569669082, 0.999236344,
2048.590100729, 0.999716057,
2048.610532576, 0.999305271,
2048.630964324, 0.999336057,
2048.651395972, 0.999291133,
2048.733123065, 0.999387804,
2048.753554814, 0.999530951,
2048.773986663, 0.999597261,
2048.794418312, 0.999582276,
2048.814850062, 0.999690688,
2048.835281911, 0.999596982,
2048.855713561, 0.999509872,
2048.876145311, 0.999627715,
2048.896577161, 0.999471620,
2048.917008812, 0.999557610,
2048.937440562, 0.999646156,
2048.957872413, 0.999609084,
2048.978304164, 0.999554387,
2048.998735915, 0.999737146,
2049.019167667, 0.999619360,
2049.039599418, 0.999578140,
2049.060031170, 0.999621223,
2049.080462922, 0.999465999,
2049.100894674, 0.999558588,
2049.121326427, 0.999814218,
2049.141758179, 1.000064614,
2049.203053438, 1.000175687,
2049.223485291, 0.999828315,
2049.243916945, 1.000001229,
2049.264348699, 1.009954989,
2049.284780553, 0.999799100,
2049.305212207, 0.999914365,
2049.325643961, 0.999960474,
2049.346075816, 0.999912786,
2049.366507471, 1.000197730,
2049.386939326, 1.000130651,
2049.407371081, 1.000110460,
2049.427802736, 1.000014537,
2049.448234592, 1.000144324,
2049.468666348, 1.000238047,
2049.489098104, 1.000062275,
2049.509529860, 1.000257732,
2049.529961616, 1.000280060,
2049.550393473, 1.000119756,
2049.570825130, 1.000211761,
2049.591256887, 0.999984097,
2049.611688744, 1.000252138,
2049.632120401, 1.000481334,
2049.693415775, 1.000253197,
2049.754710950, 1.000270646,
2049.775142809, 1.000552427,
2049.795574568, 1.000536252,
2049.816006227, 1.000284482,
2049.836438087, 1.000352337,
2049.856869847, 1.000496774,
2049.877301507, 1.000194730,
2049.918165127, 1.000582086,
2049.938596987, 1.000412597,
2049.959028648, 1.000385193,
2049.979460409, 1.000579681,
2049.999892270, 1.000627245,
2050.020323932, 1.000643942,
2050.040755693, 1.000656797,
2050.061187555, 1.000638741,
2050.081619217, 1.000656801,
2050.102051079, 1.000518542,
2050.163346367, 1.000652907,
2050.183778130, 1.000618681,
2050.204209893, 1.000725033,
2050.224641657, 1.000837847,
2050.245073420, 1.000716133,
2050.265505284, 1.000872330,
2050.285936948, 1.000790100,
2050.306368712, 1.000795229,
2050.326800577, 1.000772165,
2050.347232342, 1.000783702,
2050.367664007, 1.000672605,
2050.428959303, 1.000878633,
2050.449391168, 1.000840235,
2050.469822834, 1.000675342,
2050.490254701, 1.000987149,
2050.510686467, 1.000560489,
2050.531118134, 1.000881008,
2050.551550000, 1.000820587,
2050.571981767, 1.000416336,
2050.592413435, 1.000596446,
2050.612845302, 1.000677865,
2050.653708938, 1.000618457,
2050.674140606, 1.000517290,
2050.694572374, 1.000664816,
2050.715004243, 1.000631018,
2050.735435912, 1.000658948,
2050.776299550, 1.000597097,
2050.796731219, 1.000609464,
2050.817163089, 1.000644978,
2050.837594859, 1.000558217,
2050.858026629, 1.000506459,
2050.919321940, 1.001352683,
2050.939753711, 1.001139591,
2050.960185482, 1.000404254,
2050.980617253, 1.000449009,
2051.001049125, 1.000638302,
2051.021480797, 1.000596889,
2051.041912669, 1.000588680,
2051.062344341, 1.000485294,
2051.082776114, 1.000478271,
2051.103207986, 1.000666168,
2051.144071432, 1.000330077,
2051.164503305, 1.000405441,
2051.184934979, 1.000221999,
2051.205366853, 1.000108726,
2051.225798627, 1.000414894,
2051.246230301, 1.000538324,
2051.266662175, 1.000525324,
2051.307525625, 1.000555845,
2051.327957500, 1.000289343,
2051.348389275, 1.000149830,
2051.389252827, 1.000435174,
2051.409684602, 1.000294719,
2051.430116479, 0.999900931,
2051.450548155, 1.000334690,
2051.470979932, 1.000125074,
2051.491411809, 1.000395041,
2051.511843586, 1.000331787,
2051.532275263, 1.000207735,
2051.552707140, 1.000135855,
2051.573138918, 1.000074876,
2051.593570696, 0.998577807,
2051.634434253, 0.993644298,
2051.654866031, 0.993346648,
2051.675297810, 0.994051161,
2051.695729589, 0.993958815,
2051.716161369, 0.996557274,
2051.736593148, 1.000135540,
2051.757025028, 1.000046422,
2051.777456708, 1.000044676,
2051.797888488, 1.000068979,
2051.838752049, 0.999771311,
2051.879615711, 0.999966459,
2051.900047393, 0.999791488,
2051.940911056, 0.999876768,
2051.961342738, 0.999855238,
2051.981774620, 0.999902291,
2052.002206403, 0.999595372,
2052.022638086, 0.999654591,
2052.043069969, 0.999808571,
2052.063501752, 0.999670066,
2052.124797103, 0.999683687,
2052.145228987, 0.999668408,
2052.165660771, 0.999730928,
2052.186092456, 0.999600085,
2052.206524340, 0.999485079,
2052.226956125, 0.999429629,
2052.247387810, 0.999209584,
2052.267819696, 0.999517812,
2052.288251482, 0.999256126,
2052.308683368, 0.999325952,
2052.329115054, 0.999349572,
2052.369978727, 0.999392170,
2052.390410413, 0.999112332,
2052.410842201, 0.999185164,
2052.431273988, 0.999397091,
2052.451705775, 0.999329408,
2052.472137663, 0.999284366,
2052.492569351, 0.999044239,
2052.513001139, 0.999031355,
2052.533433028, 0.999129597,
2052.553864717, 0.999066964,
2052.574296505, 0.999146234,
2052.615160084, 0.999065804,
2052.635591974, 0.998921970,
2052.656023763, 0.999149908,
2052.676455454, 0.999038056,
2052.696887344, 0.998961408,
2052.717319134, 0.999193124,
2052.737750925, 0.998969091,
2052.758182716, 0.998941898,
2052.778614508, 0.999137622,
2052.799046299, 0.998914542,
2052.819478091, 0.999131434,
2052.860341775, 0.998860396,
2052.880773567, 1.024202395,
2052.901205260, 0.999413400,
2052.921637153, 0.999133924,
2052.942068946, 0.998878907,
2052.962500640, 0.999004906,
2052.982932533, 0.998811817,
2053.003364327, 0.998921659,
2053.023796221, 0.999043503,
2053.044227915, 0.998934156,
2053.064659710, 0.998916050,
2053.146386891, 0.999157712,
2053.166818687, 0.999152131,
2053.187250583, 0.999248070,
2053.207682279, 0.998924339,
2053.228114075, 0.999178933,
2053.248545972, 0.999373705,
2053.268977669, 0.999200839,
2053.289409466, 0.999021719,
2053.309841364, 0.998846051,
2053.350704959, 0.999324788,
2053.371136757, 0.999231866,
2053.391568556, 0.999090191,
2053.412000354, 0.998866620,
2053.452863952, 0.999122306,
2053.473295752, 0.999010412,
2053.493727551, 0.999052810,
2053.514159351, 0.998995510,
2053.534591251, 0.999229104,
2053.555022952, 0.999369959,
2053.595886653, 0.999734977,
2053.616318354, 0.999329337,
2053.657182057, 0.999140528,
2053.677613759, 0.998734190,
2053.698045661, 0.999239322,
2053.718477463, 0.999111510,
2053.738909266, 0.999360456,
2053.759341068, 0.999557790,
2053.779772871, 0.999103956,
2053.800204675, 0.999377564,
2053.841068182, 0.999462249,
2053.861500086, 0.999496404,
2053.881931890, 0.999265498,
2053.902363795, 0.999251799,
2053.922795499, 0.999380604,
2053.943227304, 0.999479831,
2053.963659210, 0.999512048,
2053.984090915, 0.999645599,
2054.004522721, 0.999240697,
2054.024954627, 0.999659911,
2054.045386433, 0.999629385,
2054.086250046, 0.999765529,
2054.106681853, 0.999836234,
2054.127113660, 0.999649753,
2054.147545468, 0.999858284,
2054.167977275, 1.000280225,
2054.188409183, 0.999795653,
2054.208840892, 0.999594069,
2054.229272700, 0.999760925,
2054.249704609, 0.999888981,
2054.290568227, 0.999871803,
2054.331431746, 0.999741382,
2054.351863656, 1.000013713,
2054.372295466, 0.999979384,
2054.392727177, 0.999950215,
2054.413159087, 0.999995191,
2054.433590898, 1.000055717,
2054.454022709, 1.000133629,
2054.474454521, 1.000159915,
2054.494886232, 1.000206320,
2054.535749957, 1.000255596,
2054.576613582, 1.000095299,
2054.597045395, 1.000189834,
2054.617477308, 1.000345254,
2054.637909021, 1.000475889,
2054.658340835, 1.000314453,
2054.678772749, 1.000372246,
2054.699204463, 1.000460364,
2054.719636278, 1.000612737,
2054.740068192, 1.000783175,
2054.760500007, 1.000391319,
2054.780931823, 1.000725747,
2054.821795454, 1.000642895,
2054.842227270, 1.000568006,
2054.862659086, 1.001008878,
2054.883090903, 1.000706655,
2054.903522819, 1.000866848,
2054.923954536, 1.000374322,
2054.944386354, 1.000943454,
2054.964818271, 1.001101241,
2054.985249989, 1.001021492,
2055.005681907, 1.001186806,
2055.026113725, 1.000981861,
2055.087409082, 1.001072687,
2055.107840901, 1.001097732,
2055.128272821, 1.000985873,
2055.148704541, 1.001068379,
2055.169136461, 1.001224928,
2055.189568281, 1.001438166,
2055.210000002, 1.001210802,
2055.230431922, 1.001150026,
2055.250863744, 1.000979057,
2055.271295565, 1.001650541,
2055.291727387, 1.001473367,
2055.312159208, 1.001472945,
2055.332591131, 1.001541714,
2055.353022853, 1.001563040,
2055.373454676, 1.001653819,
2055.393886599, 1.001944381,
2055.434750145, 1.001835371,
2055.455182069, 1.001495640,
2055.475613893, 1.001810383,
2055.496045717, 1.001762528,
2055.516477542, 1.001931819,
2055.557341292, 1.001996970,
2055.577773017, 1.001872894,
2055.618636768, 1.002049345,
2055.639068494, 1.001426827,
2055.659500321, 1.000057145,
2055.679932247, 1.000239941,
2055.700363974, 1.000033189,
2055.720795901, 0.999875228,
2055.741227629, 0.999888429,
2055.761659456, 1.000324319,
2055.802523112, 1.002444012,
2055.822954941, 1.002789171,
2055.843386870, 1.002720547,
2055.863818599, 1.002554024,
2055.884250528, 1.002347944,
2055.904682357, 1.002714182,
2055.925114187, 1.002691930,
2055.945546017, 1.002734052,
2055.965977848, 1.002680498,
2055.986409678, 1.002714092,
2056.006841509, 1.002849178,
2056.068137103, 1.002742333,
2056.088568835, 1.003040338,
2056.109000767, 1.003095811,
2056.129432599, 1.002971960,
2056.149864332, 1.002761939,
2056.170296265, 1.002841104,
2056.190728098, 1.002883285,
2056.211160032, 1.002847442,
2056.231591766, 1.002811183,
2056.252023600, 1.003145226,
2056.272455534, 1.003040774,
2056.292887269, 1.003329832,
2056.313319103, 1.003348534,
2056.333751039, 1.003337258,
2056.354182774, 1.003457454,
2056.374614610, 1.003401906,
2056.395046445, 1.003276157,
2056.415478282, 1.003454971,
2056.435910218, 1.003482383,
2056.456342055, 1.003416157,
2056.476773792, 1.003154243,
2056.497205729, 1.003475277,
2056.538069304, 1.003413393,
2056.558501242, 1.003469410,
2056.578933081, 1.003601764,
2056.599364920, 1.003630754,
2056.619796758, 1.003563698,
2056.640228597, 1.003440743,
2056.660660437, 1.003656917,
2056.681092277, 1.003619129,
2056.701524117, 1.003562639,
2056.721955957, 1.003543086,
2056.742387797, 1.003598726,
2056.783251579, 1.003437110,
2056.824115262, 1.003843153,
2056.844547104, 1.003895217,
2056.864978846, 1.003756425,
2056.885410789, 1.003932280,
2056.905842632, 1.003406437,
2056.926274574, 1.003825042,
2056.946706318, 1.003913827,
2056.967138161, 1.003974125,
2056.987570105, 1.003950394,
2057.028433694, 1.003712791,
2057.048865638, 1.003922749,
2057.069297383, 1.003957037,
2057.089729228, 1.003890195,
2057.110161074, 1.003879256,
2057.130592920, 1.004157957,
2057.151024865, 1.003741274,
2057.171456612, 1.003970053,
2057.191888458, 1.004044773,
2057.212320405, 1.004144301,
2057.232752252, 1.004066529,
2057.294047795, 1.003904490,
2057.314479644, 1.004068589,
2057.334911492, 1.003937454,
